Student ID,Department
7278,Business
8996,Engineering
7857,Engineering
1804,Arts and Sciences
7745,Engineering
9848,Business
8405,Engineering
4722,Engineering
4137,Engineering
9167,Engineering
10081,Business
10470,Arts and Sciences
9299,Arts and Sciences
4079,Arts and Sciences
6421,Arts and Sciences
2675,Arts and Sciences
3267,Engineering
2699,Arts and Sciences
7558,Business
8842,Engineering
1919,Engineering
9840,Arts and Sciences
8284,Engineering
4150,Engineering
1269,Engineering
9694,Engineering
7942,Business
6748,Arts and Sciences
7588,Arts and Sciences
8409,Business
9777,Business
1377,Business
1224,Engineering
3055,Arts and Sciences
9474,Arts and Sciences
8656,Arts and Sciences
10691,Engineering
7904,Arts and Sciences
8082,Engineering
9000,Business
7871,Business
5017,Business
6914,Arts and Sciences
2930,Business
3810,Business
7586,Business
5557,Arts and Sciences
9989,Arts and Sciences
5899,Engineering
4278,Engineering
8948,Business
4560,Arts and Sciences
8767,Engineering
4520,Business
6919,Business
9163,Engineering
6746,Arts and Sciences
5658,Business
9778,Business
3524,Arts and Sciences
2156,Arts and Sciences
10744,Business
7044,Engineering
3731,Business
8338,Engineering
2335,Arts and Sciences
2147,Arts and Sciences
8017,Arts and Sciences
10071,Business
10601,Engineering
9534,Engineering
2540,Arts and Sciences
1669,Business
6034,Arts and Sciences
5602,Business
3864,Arts and Sciences
4086,Arts and Sciences
5247,Arts and Sciences
6029,Engineering
2311,Business
6612,Engineering
7997,Arts and Sciences
6327,Engineering
6947,Engineering
6974,Business
3494,Business
3486,Engineering
8371,Engineering
9174,Business
5521,Engineering
6430,Engineering
10036,Arts and Sciences
2974,Engineering
5524,Arts and Sciences
7440,Arts and Sciences
3548,Arts and Sciences
1995,Business
6384,Business
9789,Engineering
4955,Arts and Sciences
1762,Arts and Sciences
1631,Engineering
4703,Engineering
6127,Arts and Sciences
8350,Arts and Sciences
5974,Engineering
9987,Arts and Sciences
10025,Business
5629,Arts and Sciences
8153,Arts and Sciences
1666,Engineering
4794,Engineering
6824,Arts and Sciences
2559,Business
3249,Engineering
6312,Engineering
5058,Arts and Sciences
5001,Business
7944,Engineering
2058,Arts and Sciences
10714,Business
3113,Arts and Sciences
1403,Business
4524,Arts and Sciences
7258,Engineering
6239,Arts and Sciences
9257,Business
5541,Engineering
8443,Arts and Sciences
7707,Arts and Sciences
2368,Arts and Sciences
9303,Arts and Sciences
3624,Engineering
8477,Engineering
1376,Arts and Sciences
5384,Arts and Sciences
3054,Business
5170,Arts and Sciences
10326,Engineering
4252,Business
8184,Engineering
7841,Engineering
5624,Engineering
5786,Business
6063,Engineering
7453,Engineering
8133,Arts and Sciences
10528,Business
4592,Engineering
5122,Engineering
9200,Arts and Sciences
4224,Engineering
2464,Arts and Sciences
6603,Business
1855,Engineering
5954,Engineering
1502,Arts and Sciences
1438,Arts and Sciences
9209,Arts and Sciences
5111,Business
9629,Engineering
8147,Business
3024,Engineering
10343,Business
4389,Arts and Sciences
2480,Engineering
4012,Business
9384,Arts and Sciences
5535,Arts and Sciences
8251,Business
1694,Engineering
7451,Arts and Sciences
5030,Business
5257,Arts and Sciences
3754,Engineering
6386,Arts and Sciences
2141,Business
3214,Business
4826,Business
7245,Engineering
8321,Business
10689,Arts and Sciences
3294,Business
9928,Engineering
2685,Engineering
4428,Arts and Sciences
9393,Arts and Sciences
2960,Business
3475,Arts and Sciences
10593,Business
4225,Business
6587,Engineering
6228,Business
10426,Engineering
8833,Engineering
4971,Business
6157,Arts and Sciences
10290,Business
3178,Arts and Sciences
6884,Engineering
7551,Business
7723,Business
6428,Engineering
4602,Business
6617,Business
9515,Business
3207,Arts and Sciences
6252,Engineering
1655,Arts and Sciences
1341,Engineering
3762,Arts and Sciences
10186,Arts and Sciences
6473,Engineering
10393,Engineering
1795,Arts and Sciences
8159,Engineering
5119,Arts and Sciences
2800,Arts and Sciences
1969,Arts and Sciences
8927,Arts and Sciences
5758,Business
5779,Arts and Sciences
9373,Business
7074,Business
9585,Engineering
8145,Business
1308,Engineering
4964,Business
6058,Business
10587,Business
9786,Engineering
2662,Engineering
2316,Arts and Sciences
3613,Engineering
7256,Business
7472,Business
3283,Engineering
4618,Engineering
4386,Business
9956,Arts and Sciences
7509,Arts and Sciences
1230,Engineering
10004,Business
2323,Engineering
9161,Arts and Sciences
5459,Engineering
2630,Arts and Sciences
8039,Arts and Sciences
10516,Business
4649,Engineering
1315,Arts and Sciences
3589,Business
5036,Business
3046,Engineering
2397,Arts and Sciences
4193,Engineering
3436,Engineering
4424,Business
8342,Business
4742,Engineering
3559,Business
1417,Arts and Sciences
5678,Engineering
5446,Engineering
6697,Engineering
4365,Business
5988,Business
4339,Engineering
3035,Business
6049,Arts and Sciences
10749,Engineering
9504,Engineering
5966,Arts and Sciences
7298,Engineering
2887,Arts and Sciences
10518,Engineering
5032,Engineering
3061,Business
4192,Engineering
4423,Business
3398,Arts and Sciences
2439,Business
3162,Engineering
7993,Business
2117,Business
2470,Business
1988,Business
1765,Arts and Sciences
2804,Arts and Sciences
6256,Engineering
2754,Business
8135,Engineering
4990,Engineering
2926,Business
3295,Arts and Sciences
2211,Engineering
2295,Business
9546,Arts and Sciences
7290,Business
6890,Engineering
2291,Business
9203,Business
4319,Engineering
4095,Arts and Sciences
7009,Business
1562,Engineering
4744,Engineering
1661,Business
4748,Arts and Sciences
5392,Business
2462,Arts and Sciences
1526,Engineering
7481,Arts and Sciences
7089,Engineering
2019,Arts and Sciences
1731,Engineering
1752,Engineering
2095,Engineering
8273,Engineering
10887,Arts and Sciences
2093,Engineering
4375,Business
2980,Business
6262,Engineering
8250,Business
3929,Business
7938,Engineering
6253,Engineering
7779,Engineering
9020,Arts and Sciences
3598,Business
1769,Business
1232,Business
4534,Arts and Sciences
7051,Business
9192,Business
8449,Business
2539,Arts and Sciences
3382,Business
3525,Business
6982,Engineering
3124,Business
7061,Business
3718,Arts and Sciences
9593,Engineering
6589,Engineering
9767,Business
7517,Business
4544,Engineering
8540,Engineering
4172,Business
3180,Business
2107,Engineering
3050,Arts and Sciences
6200,Engineering
8580,Business
3425,Engineering
3722,Business
7930,Arts and Sciences
5551,Business
6094,Arts and Sciences
3794,Business
3570,Engineering
3881,Business
1604,Engineering
7827,Business
7678,Business
5013,Engineering
2278,Engineering
9138,Business
10863,Engineering
10151,Arts and Sciences
7359,Arts and Sciences
7804,Engineering
9012,Arts and Sciences
1077,Music
2642,Engineering
7584,Arts and Sciences
5232,Arts and Sciences
4443,Arts and Sciences
2263,Engineering
2479,Business
10097,Arts and Sciences
5103,Arts and Sciences
5650,Arts and Sciences
8221,Arts and Sciences
1961,Arts and Sciences
9279,Arts and Sciences
2758,Business
1433,Engineering
6025,Arts and Sciences
7713,Arts and Sciences
2776,Business
10427,Arts and Sciences
2410,Business
3159,Arts and Sciences
7611,Business
4847,Engineering
10742,Arts and Sciences
1262,Arts and Sciences
8502,Engineering
3251,Business
2655,Business
5481,Business
4891,Engineering
4091,Business
2175,Arts and Sciences
6865,Arts and Sciences
8142,Business
8247,Engineering
6577,Arts and Sciences
5495,Engineering
10062,Business
6969,Business
8982,Arts and Sciences
10608,Business
2824,Arts and Sciences
9236,Arts and Sciences
1317,Arts and Sciences
1288,Engineering
4433,Business
6622,Business
7769,Engineering
4808,Business
9377,Business
8033,Arts and Sciences
4857,Engineering
5360,Business
3874,Business
9745,Business
2861,Business
2142,Engineering
7878,Business
5376,Business
4968,Business
10544,Engineering
1812,Engineering
7729,Business
2467,Business
3574,Engineering
10733,Engineering
4569,Arts and Sciences
6505,Arts and Sciences
7080,Engineering
9763,Engineering
1667,Business
7437,Arts and Sciences
5386,Engineering
9331,Business
5865,Engineering
5923,Business
6647,Engineering
6794,Engineering
10313,Engineering
10104,Engineering
5902,Arts and Sciences
2668,Arts and Sciences
1828,Engineering
3579,Engineering
1880,Business
7427,Arts and Sciences
9306,Business
8467,Engineering
10117,Engineering
4714,Arts and Sciences
8925,Engineering
2659,Engineering
1722,Arts and Sciences
10217,Business
5031,Engineering
1300,Engineering
1475,Business
5910,Engineering
2654,Arts and Sciences
5782,Arts and Sciences
3703,Arts and Sciences
7450,Arts and Sciences
3195,Engineering
7714,Arts and Sciences
6484,Arts and Sciences
7209,Engineering
1586,Business
7851,Business
6722,Business
3999,Engineering
1294,Engineering
9993,Arts and Sciences
6954,Arts and Sciences
9821,Engineering
2906,Engineering
10001,Arts and Sciences
5328,Business
3800,Engineering
8672,Engineering
4640,Business
7887,Business
7983,Business
10562,Business
6901,Arts and Sciences
7537,Engineering
6465,Engineering
8193,Engineering
2582,Arts and Sciences
8966,Arts and Sciences
7795,Business
3711,Arts and Sciences
1945,Arts and Sciences
10418,Arts and Sciences
8087,Business
2157,Business
4930,Engineering
9406,Engineering
7048,Business
8363,Business
9048,Business
2279,Engineering
4909,Business
6689,Business
3993,Business
3554,Engineering
5275,Business
10792,Arts and Sciences
3198,Business
7248,Business
6900,Business
5904,Business
3069,Engineering
2587,Arts and Sciences
9710,Business
5828,Engineering
7070,Engineering
9484,Engineering
7850,Arts and Sciences
6895,Engineering
4479,Arts and Sciences
9644,Engineering
9183,Engineering
9866,Arts and Sciences
7434,Engineering
8307,Business
2085,Arts and Sciences
2165,Arts and Sciences
6083,Business
3117,Arts and Sciences
10864,Business
8332,Arts and Sciences
2613,Engineering
7799,Engineering
6091,Business
9041,Arts and Sciences
7458,Engineering
4800,Arts and Sciences
8119,Arts and Sciences
7843,Business
9923,Business
3139,Business
7019,Business
5897,Engineering
6480,Engineering
8263,Engineering
6371,Arts and Sciences
8126,Engineering
3085,Arts and Sciences
2260,Arts and Sciences
8753,Arts and Sciences
2616,Business
3514,Business
1574,Arts and Sciences
5118,Business
8402,Arts and Sciences
8585,Engineering
7844,Engineering
1523,Arts and Sciences
9688,Business
7800,Business
7683,Business
4266,Engineering
4228,Business
9657,Business
3161,Engineering
3018,Engineering
9261,Business
1861,Arts and Sciences
6820,Engineering
9970,Arts and Sciences
4792,Engineering
4290,Engineering
6210,Engineering
4211,Business
8336,Arts and Sciences
8244,Business
2402,Arts and Sciences
4126,Engineering
1314,Arts and Sciences
3442,Business
6204,Business
3632,Engineering
1684,Business
9047,Business
9575,Business
4471,Business
7180,Business
9049,Business
4384,Business
6958,Business
3223,Engineering
3724,Engineering
6997,Arts and Sciences
4336,Business
7001,Arts and Sciences
8436,Arts and Sciences
6120,Business
6862,Arts and Sciences
5244,Arts and Sciences
10275,Business
6714,Arts and Sciences
8380,Engineering
5681,Business
3343,Business
7052,Business
9626,Engineering
2626,Engineering
8187,Arts and Sciences
4267,Business
7346,Engineering
4270,Business
4164,Business
2060,Engineering
6131,Arts and Sciences
1633,Business
9833,Business
9768,Engineering
2140,Arts and Sciences
10297,Business
3627,Business
7692,Engineering
7614,Business
8757,Business
1211,Arts and Sciences
7772,Business
4332,Engineering
3129,Business
5447,Engineering
1391,Engineering
9427,Arts and Sciences
5994,Arts and Sciences
2571,Engineering
1253,Engineering
3725,Arts and Sciences
3588,Engineering
5216,Arts and Sciences
2249,Engineering
2328,Arts and Sciences
2548,Business
8384,Engineering
5306,Business
2997,Business
4484,Arts and Sciences
6563,Engineering
3413,Arts and Sciences
4099,Engineering
1480,Engineering
8895,Arts and Sciences
8311,Business
6710,Business
9022,Engineering
6345,Business
10382,Arts and Sciences
5872,Engineering
1771,Arts and Sciences
4069,Business
8610,Arts and Sciences
3644,Engineering
8640,Business
6540,Engineering
5837,Engineering
8658,Business
7257,Arts and Sciences
4242,Business
4745,Business
1713,Business
1278,Business
9790,Business
7207,Engineering
8211,Arts and Sciences
10388,Business
6186,Arts and Sciences
9144,Arts and Sciences
6286,Engineering
9415,Business
2860,Engineering
5254,Arts and Sciences
6928,Arts and Sciences
5078,Arts and Sciences
3372,Engineering
1921,Arts and Sciences
3145,Business
3133,Business
10515,Engineering
5466,Business
1998,Business
6699,Engineering
8988,Engineering
9361,Business
10312,Business
6755,Arts and Sciences
6640,Business
5804,Arts and Sciences
7487,Engineering
2808,Engineering
6930,Engineering
3096,Arts and Sciences
8960,Arts and Sciences
6464,Arts and Sciences
5564,Engineering
5843,Engineering
7023,Arts and Sciences
9359,Arts and Sciences
3823,Engineering
3676,Engineering
3907,Engineering
6574,Business
8121,Engineering
4081,Engineering
2197,Engineering
4335,Arts and Sciences
3798,Engineering
5358,Engineering
4446,Arts and Sciences
1858,Engineering
1836,Arts and Sciences
2697,Business
5184,Arts and Sciences
2298,Engineering
2609,Arts and Sciences
9543,Business
6980,Engineering
1250,Business
8066,Arts and Sciences
6955,Arts and Sciences
6385,Arts and Sciences
10921,Arts and Sciences
8323,Business
10874,Arts and Sciences
8314,Arts and Sciences
3084,Business
4040,Engineering
3440,Business
2136,Business
1577,Arts and Sciences
2560,Engineering
8906,Engineering
7041,Engineering
3403,Business
9658,Arts and Sciences
10645,Engineering
1446,Engineering
6576,Business
4506,Engineering
7976,Arts and Sciences
8454,Engineering
4931,Engineering
8851,Engineering
2052,Arts and Sciences
5685,Engineering
4200,Arts and Sciences
5532,Arts and Sciences
3721,Arts and Sciences
8469,Engineering
8156,Arts and Sciences
1397,Business
1218,Engineering
7518,Business
8484,Business
6355,Business
5563,Business
4536,Business
7929,Business
10365,Engineering
10142,Engineering
3028,Business
7963,Business
9492,Business
8061,Business
10259,Arts and Sciences
9277,Arts and Sciences
8985,Arts and Sciences
4595,Business
2067,Business
6519,Engineering
7528,Engineering
4402,Engineering
1831,Business
5215,Engineering
6257,Engineering
10812,Engineering
4890,Engineering
4876,Engineering
2200,Engineering
5509,Business
7610,Business
7780,Engineering
7462,Business
8623,Business
8543,Arts and Sciences
3736,Business
7301,Business
4972,Business
2119,Engineering
2084,Arts and Sciences
10463,Arts and Sciences
2469,Arts and Sciences
6840,Business
10105,Engineering
2730,Arts and Sciences
2318,Engineering
2487,Arts and Sciences
6721,Engineering
4684,Business
7300,Engineering
7622,Business
3469,Engineering
5799,Business
2079,Arts and Sciences
4311,Business
9752,Business
4249,Engineering
7924,Engineering
8570,Business
9186,Business
10420,Arts and Sciences
7395,Business
9109,Business
10411,Business
7029,Arts and Sciences
5726,Business
3053,Engineering
1484,Arts and Sciences
3102,Business
2185,Engineering
9563,Arts and Sciences
10726,Engineering
6673,Business
7200,Business
3728,Arts and Sciences
10094,Arts and Sciences
9449,Engineering
10192,Engineering
8077,Business
9992,Engineering
6619,Business
9153,Arts and Sciences
4478,Business
6789,Arts and Sciences
5856,Business
3857,Engineering
10514,Arts and Sciences
2176,Engineering
3610,Engineering
5205,Engineering
4044,Arts and Sciences
3932,Arts and Sciences
7446,Business
10815,Business
4818,Business
4809,Engineering
3844,Arts and Sciences
8086,Arts and Sciences
8582,Business
5587,Engineering
8424,Engineering
3821,Arts and Sciences
7392,Engineering
8232,Arts and Sciences
6108,Engineering
7168,Business
10870,Arts and Sciences
8245,Arts and Sciences
2344,Engineering
9832,Engineering
9532,Engineering
3088,Engineering
6578,Engineering
4628,Engineering
3197,Business
8790,Business
2835,Engineering
3664,Business
7225,Arts and Sciences
10559,Arts and Sciences
5040,Engineering
6352,Business
4301,Business
5330,Engineering
2817,Engineering
4954,Arts and Sciences
10502,Arts and Sciences
7425,Engineering
5925,Arts and Sciences
7663,Business
10273,Business
10819,Engineering
7419,Engineering
6348,Business
2392,Business
10056,Business
1820,Engineering
8200,Arts and Sciences
2935,Business
9875,Arts and Sciences
4360,Arts and Sciences
8860,Engineering
6883,Business
9146,Engineering
9332,Business
9240,Business
5976,Arts and Sciences
7468,Business
4380,Business
10091,Business
7342,Engineering
10936,Arts and Sciences
3185,Arts and Sciences
6682,Engineering
4018,Engineering
8689,Arts and Sciences
4658,Business
6427,Business
10671,Arts and Sciences
9900,Arts and Sciences
9260,Business
8466,Engineering
9494,Engineering
3390,Arts and Sciences
6230,Business
8680,Business
6448,Business
3125,Engineering
9270,Engineering
2798,Engineering
5812,Arts and Sciences
2340,Business
7371,Business
9667,Arts and Sciences
3225,Business
7708,Engineering
4934,Engineering
2632,Arts and Sciences
10469,Engineering
4665,Business
3600,Business
1495,Business
8448,Engineering
9825,Engineering
7243,Arts and Sciences
6886,Engineering
4755,Business
10377,Arts and Sciences
10846,Arts and Sciences
6627,Arts and Sciences
7826,Arts and Sciences
5512,Business
7516,Arts and Sciences
6115,Engineering
8265,Business
1379,Business
7598,Engineering
6403,Engineering
3825,Business
6441,Arts and Sciences
2310,Business
7974,Business
6153,Business
10680,Business
9954,Engineering
5553,Business
9783,Business
4923,Business
7806,Business
4708,Business
9636,Arts and Sciences
10781,Arts and Sciences
8902,Engineering
7345,Business
6651,Engineering
6685,Business
6936,Business
7380,Arts and Sciences
1638,Engineering
3160,Engineering
9184,Business
9957,Engineering
8388,Business
8903,Arts and Sciences
4223,Business
1053,Music
2456,Engineering
4888,Arts and Sciences
9618,Business
6024,Engineering
1086,Music
3288,Arts and Sciences
9142,Arts and Sciences
10800,Arts and Sciences
2996,Arts and Sciences
6102,Business
2246,Business
9531,Engineering
1833,Arts and Sciences
7004,Arts and Sciences
1616,Arts and Sciences
3483,Arts and Sciences
5608,Arts and Sciences
8197,Engineering
8745,Business
5875,Engineering
1334,Arts and Sciences
8281,Engineering
10849,Engineering
8708,Arts and Sciences
2384,Arts and Sciences
3303,Business
1809,Engineering
9442,Arts and Sciences
1394,Business
6361,Engineering
1944,Business
9403,Engineering
7560,Arts and Sciences
5565,Arts and Sciences
8817,Arts and Sciences
5916,Arts and Sciences
5066,Arts and Sciences
4533,Business
9844,Arts and Sciences
6082,Engineering
6405,Arts and Sciences
8602,Arts and Sciences
2360,Engineering
5440,Business
10329,Arts and Sciences
3025,Business
7010,Business
4989,Arts and Sciences
5533,Business
9804,Engineering
4000,Engineering
8778,Arts and Sciences
5283,Arts and Sciences
6370,Engineering
6877,Engineering
9326,Engineering
1748,Arts and Sciences
3166,Arts and Sciences
4783,Business
2461,Business
4918,Engineering
1575,Business
3259,Arts and Sciences
5934,Engineering
3853,Engineering
8676,Arts and Sciences
9301,Business
1650,Business
10280,Arts and Sciences
5573,Arts and Sciences
1886,Engineering
5223,Engineering
6906,Business
1989,Arts and Sciences
9984,Engineering
8825,Engineering
8632,Arts and Sciences
3506,Business
9204,Business
7885,Business
8185,Engineering
9033,Business
9560,Business
10517,Business
5544,Engineering
9322,Arts and Sciences
7201,Arts and Sciences
6100,Engineering
9744,Arts and Sciences
6424,Arts and Sciences
10226,Business
9727,Business
3555,Arts and Sciences
1520,Arts and Sciences
7230,Engineering
9160,Engineering
3876,Arts and Sciences
2918,Engineering
4248,Arts and Sciences
9507,Arts and Sciences
2420,Business
5105,Engineering
4669,Business
10484,Business
7162,Arts and Sciences
6819,Arts and Sciences
8560,Business
6522,Engineering
10817,Engineering
1691,Arts and Sciences
1501,Arts and Sciences
4777,Business
5301,Business
3597,Engineering
6208,Business
4407,Arts and Sciences
6194,Arts and Sciences
5298,Business
1396,Arts and Sciences
1708,Arts and Sciences
7507,Engineering
7834,Business
7135,Arts and Sciences
1316,Arts and Sciences
3017,Engineering
4232,Engineering
3215,Arts and Sciences
3866,Engineering
2556,Engineering
1465,Business
8699,Engineering
6868,Engineering
5618,Arts and Sciences
4752,Engineering
9170,Business
10436,Engineering
3033,Engineering
5894,Arts and Sciences
1553,Engineering
7321,Engineering
10197,Arts and Sciences
1409,Arts and Sciences
4697,Engineering
8703,Engineering
2510,Business
5869,Business
9524,Engineering
5559,Business
9043,Engineering
7691,Business
7521,Business
1458,Arts and Sciences
9824,Engineering
5048,Arts and Sciences
2204,Engineering
5043,Arts and Sciences
7775,Business
9171,Engineering
6379,Business
3422,Business
9613,Arts and Sciences
10234,Business
7657,Engineering
2656,Arts and Sciences
10034,Business
5310,Business
6022,Business
3381,Engineering
7554,Business
1970,Business
7978,Business
4759,Business
9747,Arts and Sciences
4886,Arts and Sciences
1799,Business
10441,Business
5550,Business
2711,Engineering
7328,Business
5827,Engineering
8764,Business
8650,Business
8946,Engineering
2605,Arts and Sciences
6643,Business
8120,Business
5780,Engineering
8986,Engineering
5101,Engineering
5154,Arts and Sciences
5554,Business
8761,Arts and Sciences
2710,Engineering
8496,Business
1776,Engineering
2779,Engineering
4893,Arts and Sciences
6383,Business
4596,Business
4863,Business
5178,Arts and Sciences
7013,Arts and Sciences
1787,Engineering
3468,Arts and Sciences
1494,Arts and Sciences
7642,Business
5437,Engineering
4149,Engineering
4060,Business
2864,Arts and Sciences
3545,Engineering
8100,Engineering
9291,Engineering
8218,Arts and Sciences
7992,Business
6827,Engineering
5841,Arts and Sciences
10904,Business
3970,Engineering
6092,Arts and Sciences
5457,Engineering
2692,Business
8412,Arts and Sciences
9654,Arts and Sciences
1716,Engineering
10058,Engineering
7254,Engineering
1695,Engineering
5693,Business
10399,Business
2557,Arts and Sciences
4057,Business
4309,Business
10066,Business
3170,Business
7081,Engineering
5158,Engineering
7406,Business
4854,Engineering
8238,Business
4101,Business
2428,Engineering
9462,Arts and Sciences
9949,Arts and Sciences
5188,Engineering
5577,Business
4350,Arts and Sciences
2011,Arts and Sciences
6525,Engineering
5102,Business
6351,Engineering
5732,Business
10305,Arts and Sciences
10633,Arts and Sciences
10163,Engineering
2790,Arts and Sciences
1602,Arts and Sciences
5276,Business
5931,Engineering
4233,Arts and Sciences
8037,Business
8849,Engineering
9662,Engineering
2376,Engineering
4896,Business
4573,Business
8352,Arts and Sciences
8962,Engineering
10820,Business
7767,Arts and Sciences
6118,Arts and Sciences
8482,Arts and Sciences
9608,Engineering
3459,Business
2273,Arts and Sciences
2112,Business
8505,Business
2691,Arts and Sciences
3032,Engineering
3587,Arts and Sciences
5227,Business
5096,Arts and Sciences
4349,Arts and Sciences
2270,Arts and Sciences
5888,Engineering
10398,Arts and Sciences
1374,Arts and Sciences
10396,Engineering
5352,Engineering
3850,Arts and Sciences
8056,Arts and Sciences
5090,Business
7474,Arts and Sciences
10059,Business
7337,Engineering
8470,Arts and Sciences
6037,Engineering
5333,Arts and Sciences
6330,Engineering
9762,Business
9843,Business
5598,Engineering
8779,Arts and Sciences
5116,Business
8775,Business
9177,Business
2021,Business
5595,Engineering
2842,Arts and Sciences
10220,Business
7176,Engineering
7590,Engineering
1511,Engineering
8964,Engineering
8069,Arts and Sciences
10610,Arts and Sciences
8416,Arts and Sciences
5305,Engineering
10631,Business
8152,Engineering
6751,Engineering
7312,Arts and Sciences
3681,Arts and Sciences
5571,Arts and Sciences
2934,Engineering
7403,Business
9882,Arts and Sciences
5182,Business
10196,Business
2676,Arts and Sciences
2252,Engineering
5067,Business
5628,Business
7484,Arts and Sciences
8909,Arts and Sciences
10304,Business
6212,Arts and Sciences
3642,Business
7699,Business
7688,Engineering
8222,Arts and Sciences
6245,Business
9544,Engineering
4123,Engineering
1320,Arts and Sciences
9110,Arts and Sciences
6382,Arts and Sciences
7911,Engineering
2844,Arts and Sciences
5960,Arts and Sciences
6181,Arts and Sciences
1556,Engineering
6396,Engineering
9865,Engineering
8385,Engineering
2580,Arts and Sciences
9895,Business
3165,Arts and Sciences
6624,Arts and Sciences
4457,Business
7490,Arts and Sciences
9135,Arts and Sciences
5434,Arts and Sciences
4066,Arts and Sciences
6375,Engineering
8286,Engineering
1228,Engineering
5320,Arts and Sciences
1235,Engineering
3213,Arts and Sciences
10448,Business
8180,Business
6369,Business
2791,Engineering
6248,Arts and Sciences
2045,Business
10903,Engineering
4615,Engineering
5498,Engineering
5813,Arts and Sciences
6669,Business
9686,Business
2750,Business
2182,Engineering
8407,Arts and Sciences
6848,Business
5456,Arts and Sciences
7315,Business
9946,Arts and Sciences
6611,Engineering
6188,Engineering
8952,Business
1540,Arts and Sciences
10542,Arts and Sciences
9711,Engineering
10108,Arts and Sciences
2938,Engineering
2160,Arts and Sciences
2874,Business
3264,Engineering
1440,Engineering
2254,Arts and Sciences
6189,Engineering
10825,Arts and Sciences
10925,Engineering
9325,Arts and Sciences
3401,Engineering
7655,Business
3297,Arts and Sciences
10443,Business
2327,Arts and Sciences
9088,Engineering
8634,Engineering
1946,Arts and Sciences
8741,Business
9060,Business
2550,Engineering
3742,Business
1073,Math
2014,Arts and Sciences
1596,Business
2028,Engineering
1977,Arts and Sciences
3324,Arts and Sciences
5441,Arts and Sciences
10600,Engineering
3517,Arts and Sciences
10414,Engineering
7946,Engineering
8368,Arts and Sciences
4561,Engineering
5304,Arts and Sciences
7356,Engineering
9493,Business
8861,Business
8889,Arts and Sciences
10300,Business
6737,Engineering
5225,Arts and Sciences
2078,Arts and Sciences
3842,Arts and Sciences
6800,Engineering
3923,Business
1644,Business
8435,Arts and Sciences
8530,Business
2865,Engineering
2082,Arts and Sciences
6836,Engineering
8049,Engineering
7635,Arts and Sciences
2030,Arts and Sciences
5928,Business
1601,Engineering
7027,Business
10149,Engineering
6620,Business
9259,Engineering
3306,Engineering
3912,Engineering
10609,Arts and Sciences
10782,Engineering
4715,Business
10000,Engineering
10816,Business
10535,Business
3518,Business
1057,Music
4606,Arts and Sciences
1483,Arts and Sciences
9441,Arts and Sciences
6240,Engineering
5690,Engineering
2287,Business
8692,Engineering
9520,Business
10445,Business
10180,Business
5475,Business
2061,Engineering
1607,Arts and Sciences
9077,Business
3281,Business
3553,Arts and Sciences
6160,Engineering
5270,Engineering
1740,Business
1216,Engineering
5325,Business
8900,Engineering
1816,Engineering
6130,Arts and Sciences
8036,Arts and Sciences
10508,Arts and Sciences
7802,Arts and Sciences
4359,Business
6004,Arts and Sciences
3863,Business
6438,Business
7735,Business
6096,Business
7140,Engineering
7389,Engineering
1658,Arts and Sciences
1872,Arts and Sciences
10120,Business
2645,Arts and Sciences
3577,Arts and Sciences
4292,Arts and Sciences
7872,Engineering
6893,Arts and Sciences
5719,Arts and Sciences
2891,Arts and Sciences
6561,Arts and Sciences
2232,Business
2825,Engineering
10685,Arts and Sciences
3880,Engineering
3302,Engineering
7270,Business
1835,Business
1641,Business
2801,Engineering
4409,Engineering
8669,Business
5345,Business
10378,Arts and Sciences
3828,Arts and Sciences
9661,Business
2352,Arts and Sciences
1423,Engineering
6500,Engineering
3738,Engineering
5945,Business
4476,Arts and Sciences
4194,Business
4712,Engineering
6477,Business
1303,Engineering
10009,Engineering
1489,Engineering
1918,Engineering
1452,Engineering
8094,Arts and Sciences
7677,Arts and Sciences
3546,Business
4489,Arts and Sciences
4673,Arts and Sciences
5878,Engineering
9038,Arts and Sciences
3140,Business
2126,Arts and Sciences
1902,Engineering
9194,Engineering
6023,Business
4055,Business
3519,Business
3079,Arts and Sciences
2076,Arts and Sciences
3661,Engineering
7021,Arts and Sciences
5616,Engineering
5623,Arts and Sciences
10636,Engineering
3503,Arts and Sciences
8548,Business
9912,Business
4146,Engineering
8850,Business
8588,Business
1305,Business
1265,Engineering
5785,Arts and Sciences
1867,Engineering
3368,Engineering
10148,Arts and Sciences
7139,Engineering
5431,Engineering
4868,Business
2961,Business
4768,Arts and Sciences
10347,Business
1999,Business
7947,Engineering
9370,Engineering
8295,Engineering
7659,Arts and Sciences
9352,Engineering
9166,Business
8296,Business
8690,Arts and Sciences
9749,Business
7959,Business
7054,Business
5095,Engineering
5805,Engineering
10182,Engineering
9522,Engineering
10721,Arts and Sciences
10525,Business
4829,Business
8348,Business
7781,Business
8377,Business
5898,Arts and Sciences
8045,Business
5373,Arts and Sciences
9798,Arts and Sciences
1555,Engineering
7876,Engineering
3044,Business
8229,Engineering
3219,Engineering
3846,Arts and Sciences
3891,Business
3981,Business
6999,Engineering
3229,Engineering
2702,Business
10716,Engineering
10074,Arts and Sciences
9133,Engineering
7092,Arts and Sciences
1083,Math
10277,Arts and Sciences
6963,Engineering
7858,Business
4214,Engineering
9722,Engineering
3625,Engineering
1711,Arts and Sciences
7360,Arts and Sciences
8164,Engineering
3430,Engineering
4251,Engineering
8429,Arts and Sciences
